order_id,order_date,product_id,amount
CA-2014-106376,2014-05-12,OFF-AR-10002671,1113.024
CA-2014-106376,2014-05-12,TEC-PH-10002726,167.968
CA-2016-119823,2016-04-06,OFF-PA-10000482,75.88
CA-2016-106075,2016-09-18,OFF-BI-10004654,4.616
CA-2017-114440,2017-09-14,OFF-PA-10004675,19.05
US-2015-134026,2015-04-26,FUR-CH-10000513,831.936
US-2015-134026,2015-04-26,FUR-FU-10003708,97.04
US-2015-134026,2015-04-26,OFF-ST-10004123,72.784
US-2017-118038,2017-09-12,OFF-BI-10004182,1.248
US-2017-118038,2017-09-12,FUR-FU-10000260,9.708
US-2017-118038,2017-09-12,OFF-ST-10000615,27.24
US-2014-147606,2014-11-26,FUR-FU-10003194,19.3
CA-2016-127208,2016-12-06,OFF-AP-10002118,208.16
CA-2016-127208,2016-12-06,OFF-BI-10002309,16.74
CA-2014-139451,2014-12-10,OFF-AR-10002053,14.9
CA-2014-139451,2014-12-10,OFF-ST-10002370,21.39
CA-2015-149734,2015-03-09,OFF-EN-10000927,200.984
US-2017-119662,2017-11-13,OFF-ST-10003656,230.376
CA-2017-140088,2017-05-28,FUR-CH-10000863,301.96
CA-2017-155558,2017-10-26,TEC-AC-10001998,19.99
CA-2017-155558,2017-10-26,OFF-LA-10000134,6.16
CA-2016-159695,2016-05-04,OFF-ST-10003442,158.368
CA-2016-109806,2016-09-17,OFF-AR-10004930,20.1
CA-2016-109806,2016-09-17,TEC-PH-10004093,73.584
CA-2016-109806,2016-09-17,OFF-PA-10000304,6.48
CA-2015-149587,2015-01-31,OFF-PA-10003177,12.96
CA-2015-149587,2015-01-31,FUR-FU-10003799,53.34
CA-2015-149587,2015-01-31,OFF-BI-10002852,32.96
US-2017-109484,2017-06-11,OFF-BI-10004738,5.682
CA-2017-161018,2017-09-11,FUR-FU-10000629,96.53
CA-2017-157833,2017-06-17,OFF-BI-10001721,51.312
CA-2016-149223,2016-06-09,OFF-AP-10000358,77.88
CA-2016-158568,2016-08-29,OFF-PA-10003256,64.624
CA-2016-158568,2016-08-29,TEC-AC-10001767,95.976
CA-2016-158568,2016-08-29,OFF-BI-10002609,1.788
CA-2016-129903,2016-01-12,OFF-PA-10004040,23.92
US-2015-156867,2015-11-13,TEC-AC-10001552,238.896
US-2015-156867,2015-11-13,FUR-FU-10004006,102.36
US-2015-156867,2015-11-13,OFF-BI-10002794,36.882
CA-2017-119004,2017-11-23,TEC-AC-10003499,74.112
CA-2017-119004,2017-11-23,TEC-PH-10002844,27.992
CA-2017-119004,2017-11-23,OFF-AR-10000390,3.304
CA-2015-129476,2015-10-15,TEC-AC-10000844,339.96
CA-2017-146780,2017-12-25,FUR-FU-10001934,41.96
CA-2016-128867,2016-03-11,OFF-AR-10000380,75.96
CA-2016-128867,2016-03-11,OFF-BI-10003981,27.24
CA-2014-115259,2014-08-25,OFF-FA-10000621,40.096
CA-2014-115259,2014-08-25,OFF-EN-10002600,4.72
CA-2014-115259,2014-08-25,OFF-PA-10004965,23.976
CA-2014-115259,2014-08-25,OFF-EN-10002504,130.464
CA-2015-110457,2015-02-03,FUR-TA-10001768,787.53
US-2015-136476,2015-05-04,OFF-BI-10003650,157.794
CA-2016-103730,2016-12-06,FUR-FU-10002157,47.04
CA-2016-103730,2016-12-06,OFF-BI-10003910,30.84
CA-2016-103730,2016-12-06,OFF-ST-10000777,226.56
CA-2016-103730,2016-12-06,OFF-EN-10002500,115.02
CA-2016-103730,2016-12-06,TEC-PH-10003875,68.04
US-2014-152030,2014-12-26,FUR-CH-10004063,600.558
US-2014-134614,2014-09-20,FUR-TA-10004534,617.7
US-2017-107272,2017-05-11,OFF-BI-10003274,2.388
US-2017-107272,2017-05-11,OFF-ST-10002974,243.992
US-2016-125969,2016-06-11,FUR-CH-10001146,81.424
US-2016-125969,2016-06-11,FUR-FU-10003773,238.56
US-2017-164147,2017-02-02,TEC-PH-10002293,59.97
US-2017-164147,2017-02-02,OFF-PA-10002377,78.304
US-2017-164147,2017-02-02,OFF-FA-10002780,21.456
CA-2016-145583,2016-10-13,OFF-PA-10001804,20.04
CA-2016-145583,2016-10-13,OFF-PA-10001736,35.44
CA-2016-145583,2016-10-13,OFF-AR-10001149,11.52
CA-2016-145583,2016-10-13,OFF-FA-10002988,4.02
CA-2016-145583,2016-10-13,OFF-BI-10004781,76.176
CA-2016-145583,2016-10-13,OFF-SU-10001218,65.88
CA-2016-145583,2016-10-13,FUR-FU-10001706,43.12
CA-2016-110366,2016-05-09,FUR-FU-10004848,82.8
CA-2017-106180,2017-09-18,OFF-AR-10000940,8.82
CA-2017-106180,2017-09-18,OFF-EN-10004030,10.86
CA-2017-106180,2017-09-18,OFF-PA-10004327,143.7
CA-2017-155376,2017-12-22,OFF-AP-10001058,839.43
CA-2015-110744,2015-07-09,OFF-ST-10003656,671.93
CA-2014-110072,2014-10-22,FUR-FU-10000521,93.888
CA-2016-114489,2016-05-12,TEC-PH-10000215,384.45
CA-2016-114489,2016-05-12,TEC-PH-10001448,149.97
CA-2016-114489,2016-05-12,FUR-CH-10000454,1951.84
CA-2016-114489,2016-05-12,OFF-BI-10002735,171.55
CA-2016-158834,2016-03-13,OFF-AP-10000326,157.92
CA-2016-158834,2016-03-13,TEC-PH-10001254,203.184
CA-2015-124919,2015-05-31,OFF-PA-10001950,58.38
CA-2015-124919,2015-05-31,OFF-PA-10002254,105.52
CA-2015-124919,2015-05-31,OFF-ST-10001590,80.88
CA-2015-118948,2015-05-28,OFF-AR-10001547,6.63
CA-2014-104269,2014-01-03,FUR-CH-10004063,457.568
CA-2016-114104,2016-11-20,OFF-LA-10002475,14.62
CA-2016-114104,2016-11-20,TEC-PH-10004536,944.93
CA-2016-162733,2016-11-05,OFF-PA-10002751,5.98
CA-2015-119697,2015-12-28,TEC-AC-10003657,54.384
CA-2016-154508,2016-11-16,OFF-EN-10001990,28.4
CA-2016-113817,2016-07-11,OFF-BI-10004002,27.68
CA-2014-139892,2014-08-09,OFF-AR-10004441,9.936
CA-2014-139892,2014-08-09,TEC-MA-10000822,8159.952
CA-2014-139892,2014-08-09,OFF-ST-10000991,275.928
CA-2014-139892,2014-08-09,FUR-CH-10004287,1740.06
CA-2014-139892,2014-08-09,OFF-AR-10002656,32.064
CA-2014-139892,2014-08-09,OFF-AP-10002518,177.98
CA-2014-139892,2014-08-09,TEC-PH-10003931,143.976
CA-2014-118962,2014-05-08,OFF-PA-10000659,20.94
CA-2014-118962,2014-05-08,OFF-PA-10001144,110.96
CA-2014-118962,2014-05-08,FUR-CH-10003817,340.144
US-2014-100853,2014-09-14,OFF-AP-10000891,52.448
US-2014-100853,2014-09-14,OFF-LA-10003148,20.16
US-2017-152366,2017-04-21,OFF-AP-10002684,97.264
US-2015-101511,2015-11-21,FUR-CH-10004698,396.802
US-2015-101511,2015-11-21,OFF-SU-10002189,15.88
CA-2015-137225,2015-12-15,OFF-AR-10001940,3.28
CA-2014-166191,2014-05-12,OFF-ST-10003455,24.816
CA-2014-166191,2014-05-12,TEC-AC-10004659,408.744
CA-2014-158274,2014-11-19,TEC-PH-10003273,503.96
CA-2014-158274,2014-11-19,TEC-PH-10004896,149.95
CA-2014-158274,2014-11-19,TEC-AC-10002345,29.0
CA-2016-105018,2016-11-28,OFF-BI-10001890,7.16
CA-2014-123260,2014-08-26,TEC-AC-10002323,176.8
CA-2016-157000,2016-07-16,OFF-ST-10001328,37.224
CA-2016-157000,2016-07-16,OFF-PA-10001950,20.016
CA-2015-102281,2015-12-10,FUR-BO-10002613,899.136
CA-2015-102281,2015-12-10,TEC-PH-10001552,71.76
CA-2015-102281,2015-12-10,OFF-PA-10000061,51.84
CA-2015-102281,2015-12-10,FUR-BO-10002545,626.352
CA-2015-102281,2015-12-10,OFF-AR-10003514,19.9
CA-2015-131457,2015-10-31,OFF-EN-10001509,14.28
CA-2014-140004,2014-03-21,OFF-AR-10004685,7.408
CA-2014-140004,2014-03-21,OFF-AR-10004027,6.048
CA-2017-107720,2017-06-11,OFF-ST-10001414,46.26
US-2017-124303,2017-06-07,OFF-BI-10000343,2.946
US-2017-124303,2017-06-07,OFF-PA-10002749,16.056
CA-2017-105074,2017-06-24,OFF-PA-10002666,21.744
CA-2014-133690,2014-03-08,FUR-TA-10004289,218.75
CA-2014-133690,2014-03-08,OFF-AP-10003622,2.6
US-2017-116701,2017-12-17,OFF-AP-10003217,66.284
CA-2017-126382,2017-03-06,FUR-FU-10002960,35.168
CA-2017-108329,2017-09-12,TEC-PH-10001918,444.768
CA-2017-135860,2017-01-12,OFF-ST-10000642,83.92
CA-2017-135860,2017-01-12,TEC-PH-10001700,131.98
CA-2017-135860,2017-01-12,OFF-BI-10003274,15.92
CA-2017-135860,2017-01-12,OFF-FA-10000134,52.29
CA-2017-135860,2017-01-12,OFF-ST-10001522,91.99
CA-2015-101007,2015-09-02,TEC-AC-10001266,20.8
CA-2015-146262,2015-02-01,OFF-LA-10004544,23.68
CA-2015-146262,2015-02-01,FUR-BO-10004695,452.45
CA-2015-146262,2015-02-01,TEC-PH-10002844,62.982
CA-2015-146262,2015-02-01,TEC-MA-10000864,1188.0
CA-2015-146262,2015-02-01,TEC-AC-10000109,89.584
CA-2016-130162,2016-10-28,OFF-ST-10001328,93.06
CA-2016-130162,2016-10-28,TEC-PH-10002563,302.376
CA-2015-169397,2015-12-24,OFF-FA-10000585,5.584
CA-2015-169397,2015-12-24,OFF-PA-10004000,22.704
CA-2015-169397,2015-12-24,OFF-BI-10002852,19.776
CA-2015-169397,2015-12-24,FUR-FU-10000087,72.704
CA-2015-169397,2015-12-24,TEC-MA-10001148,479.988
CA-2015-169397,2015-12-24,OFF-AR-10001958,27.168
CA-2015-163055,2015-09-08,OFF-AR-10001026,2.2
CA-2015-163055,2015-09-08,FUR-TA-10003748,622.45
CA-2015-163055,2015-09-08,OFF-ST-10002485,21.98
US-2015-145436,2015-02-28,FUR-CH-10004860,161.568
US-2015-145436,2015-02-28,FUR-CH-10004477,389.696
US-2014-156216,2014-09-13,OFF-BI-10001679,18.648
US-2017-100930,2017-07-04,FUR-TA-10001705,233.86
US-2017-100930,2017-07-04,FUR-TA-10003473,620.6145
US-2017-100930,2017-07-04,OFF-BI-10001679,5.328
US-2017-100930,2017-07-04,FUR-FU-10004017,258.072
US-2017-100930,2017-07-04,TEC-AC-10003832,617.976
CA-2017-160514,2017-12-11,OFF-PA-10002479,10.56
CA-2016-157749,2016-04-06,OFF-PA-10003349,25.92
CA-2016-157749,2016-04-06,FUR-FU-10000576,419.68
CA-2016-157749,2016-04-06,FUR-FU-10004351,11.688
CA-2016-157749,2016-04-06,TEC-PH-10000011,31.984
CA-2016-157749,2016-04-06,FUR-TA-10002607,177.225
CA-2016-157749,2016-04-06,FUR-FU-10002505,4.044
CA-2016-157749,2016-04-06,OFF-AR-10004685,7.408
CA-2014-131926,2014-01-06,FUR-CH-10004063,2001.86
CA-2014-131926,2014-01-06,OFF-ST-10002276,166.72
CA-2014-131926,2014-01-06,OFF-PA-10004082,47.88
CA-2014-131926,2014-01-06,OFF-AP-10002945,1503.25
CA-2014-131926,2014-01-06,OFF-PA-10000061,25.92
CA-2016-154739,2016-10-12,FUR-CH-10002965,321.568
CA-2016-145625,2016-11-09,OFF-PA-10004569,7.61
CA-2016-145625,2016-11-09,TEC-AC-10003832,3347.37
CA-2016-146941,2016-10-12,OFF-ST-10001228,80.58
CA-2016-146941,2016-10-12,OFF-EN-10003296,361.92
US-2015-159982,2015-11-28,FUR-FU-10002505,12.132
US-2015-159982,2015-11-28,OFF-ST-10004804,82.368
US-2015-159982,2015-11-28,OFF-ST-10001590,53.92
US-2015-159982,2015-11-28,TEC-PH-10001580,647.904
CA-2017-163139,2017-01-12,TEC-AC-10000290,20.37
CA-2017-163139,2017-01-12,OFF-ST-10002790,221.55
CA-2017-163139,2017-01-12,OFF-BI-10003460,17.52
US-2017-155299,2017-08-06,OFF-AP-10002203,1.624
US-2014-106992,2014-09-19,TEC-MA-10000822,3059.982
US-2014-106992,2014-09-19,TEC-MA-10003353,2519.958
CA-2016-125318,2016-06-06,TEC-PH-10001433,328.224
CA-2015-155040,2015-10-11,TEC-AC-10004469,79.9
CA-2017-136826,2017-06-16,OFF-AR-10003602,14.016
CA-2016-111010,2016-01-22,OFF-FA-10003472,7.56
US-2017-145366,2017-09-12,OFF-ST-10004180,37.208
US-2017-145366,2017-09-12,OFF-EN-10004386,57.576
CA-2017-163979,2017-12-28,OFF-ST-10003208,725.84
CA-2015-155334,2015-07-30,TEC-AC-10003628,209.93
CA-2015-155334,2015-07-30,FUR-FU-10003274,5.28
CA-2015-155334,2015-07-30,OFF-BI-10002557,10.92
CA-2017-118136,2017-09-16,OFF-PA-10002615,8.82
CA-2017-118136,2017-09-16,OFF-AR-10001427,5.98
CA-2017-132976,2017-10-13,OFF-PA-10000673,11.648
CA-2017-132976,2017-10-13,OFF-PA-10004470,18.176
CA-2017-132976,2017-10-13,OFF-ST-10000876,59.712
CA-2017-132976,2017-10-13,OFF-LA-10002043,24.84
US-2015-161991,2015-09-26,OFF-BI-10004967,2.08
US-2015-161991,2015-09-26,TEC-PH-10001760,1114.4
CA-2015-130890,2015-02-11,FUR-TA-10002903,1038.84
CA-2015-130883,2015-09-26,OFF-PA-10000474,141.76
CA-2015-130883,2015-09-26,TEC-AC-10001956,239.8
CA-2015-130883,2015-09-26,OFF-PA-10004100,31.104
CA-2016-112697,2016-12-18,OFF-BI-10000778,254.058
CA-2016-112697,2016-12-18,OFF-AP-10002684,194.528
CA-2016-112697,2016-12-18,OFF-SU-10000646,961.48
CA-2016-110772,2016-11-20,OFF-FA-10002983,19.096
CA-2016-110772,2016-11-20,OFF-LA-10004689,18.496
CA-2016-110772,2016-11-20,TEC-AC-10002001,255.984
CA-2016-110772,2016-11-20,FUR-BO-10004709,86.97
CA-2014-111451,2014-12-26,FUR-FU-10004091,300.416
CA-2014-111451,2014-12-26,FUR-CH-10001891,230.352
CA-2014-111451,2014-12-26,FUR-FU-10002918,218.352
CA-2014-111451,2014-12-26,OFF-BI-10004593,78.6
CA-2014-111451,2014-12-26,OFF-FA-10004854,27.552
CA-2016-142545,2016-10-28,OFF-PA-10002105,32.4
CA-2016-142545,2016-10-28,OFF-ST-10002756,1082.48
CA-2016-142545,2016-10-28,OFF-PA-10004243,56.91
CA-2016-142545,2016-10-28,FUR-FU-10001861,77.6
CA-2016-142545,2016-10-28,OFF-BI-10002706,14.28
US-2017-152380,2017-11-19,FUR-TA-10002533,219.075
CA-2015-144253,2015-04-05,FUR-FU-10002671,26.8
CA-2014-130960,2014-12-30,OFF-AR-10003651,9.84
CA-2014-111003,2014-01-06,OFF-BI-10001072,45.48
CA-2014-111003,2014-01-06,OFF-AR-10002135,289.2
CA-2017-126774,2017-04-15,OFF-AR-10002804,4.89
CA-2016-142902,2016-12-09,FUR-FU-10001918,15.136
CA-2016-142902,2016-12-09,FUR-CH-10004086,466.768
CA-2016-142902,2016-12-09,FUR-FU-10001756,15.232
CA-2016-142902,2016-12-09,OFF-LA-10000634,6.264
CA-2014-120887,2014-09-27,FUR-FU-10001588,87.54
CA-2014-167850,2014-09-08,TEC-PH-10002398,178.384
CA-2014-167850,2014-09-08,OFF-PA-10001937,15.552
CA-2014-164259,2014-12-28,OFF-AR-10003373,99.136
CA-2014-164973,2014-04-11,FUR-CH-10002602,135.882
CA-2014-164973,2014-04-11,TEC-MA-10002927,3991.98
CA-2014-164973,2014-04-11,TEC-PH-10004093,275.94
CA-2014-164973,2014-04-11,TEC-AC-10000892,360.0
CA-2014-164973,2014-04-11,OFF-ST-10002974,43.57
CA-2014-156601,2014-09-19,OFF-FA-10000624,7.16
CA-2016-162138,2016-04-23,OFF-BI-10004593,251.52
CA-2016-162138,2016-04-23,TEC-AC-10001908,99.99
CA-2017-153339,2017-03-11,FUR-FU-10001967,15.992
US-2016-141544,2016-08-30,TEC-PH-10003645,290.898
US-2016-141544,2016-08-30,OFF-ST-10000675,54.224
US-2016-141544,2016-08-30,FUR-CH-10003312,786.744
US-2016-141544,2016-08-30,OFF-LA-10001074,100.24
US-2016-141544,2016-08-30,OFF-BI-10001524,37.764
US-2016-150147,2016-04-25,TEC-PH-10004614,82.8
US-2016-150147,2016-04-25,OFF-BI-10001153,20.724
US-2016-150147,2016-04-25,OFF-BI-10001982,4.896
CA-2015-137946,2015-01-09,OFF-BI-10001922,4.752
CA-2015-137946,2015-01-09,TEC-CO-10001449,959.984
CA-2015-137946,2015-01-09,OFF-BI-10004140,14.368
CA-2014-129924,2014-12-07,OFF-BI-10003314,7.712
CA-2014-129924,2014-12-07,FUR-TA-10004575,698.352
CA-2015-128167,2015-06-22,OFF-FA-10000490,4.96
CA-2014-122336,2014-04-13,OFF-AR-10000122,17.856
CA-2014-122336,2014-04-13,OFF-BI-10003656,509.97
CA-2014-122336,2014-04-13,OFF-FA-10002780,30.992
CA-2014-122336,2014-04-13,TEC-PH-10000702,71.928
US-2015-120712,2015-12-20,OFF-ST-10000107,88.8
CA-2017-169901,2017-06-15,TEC-PH-10002293,47.976
CA-2017-134306,2017-08-07,OFF-AR-10004027,7.56
CA-2017-134306,2017-08-07,OFF-PA-10000249,24.56
CA-2017-134306,2017-08-07,OFF-AR-10001374,12.96
CA-2016-129714,2016-01-09,TEC-AC-10000290,6.79
CA-2016-129714,2016-01-09,OFF-PA-10001970,24.56
CA-2016-129714,2016-01-09,OFF-BI-10002160,3.048
CA-2016-129714,2016-01-09,OFF-PA-10001970,49.12
CA-2016-129714,2016-01-09,OFF-BI-10004995,4355.168
CA-2016-138520,2016-08-04,FUR-BO-10002268,388.704
CA-2016-138520,2016-08-04,OFF-EN-10001137,8.26
CA-2016-138520,2016-08-04,OFF-AR-10002399,17.04
CA-2016-138520,2016-08-04,OFF-PA-10002713,34.4
CA-2016-130001,2016-04-23,OFF-PA-10002666,36.24
CA-2017-155698,2017-08-03,OFF-AP-10001124,647.84
CA-2017-155698,2017-08-03,OFF-LA-10001158,20.7
CA-2017-144904,2017-09-25,OFF-LA-10001158,20.7
CA-2017-144904,2017-09-25,FUR-CH-10000785,488.646
CA-2017-144904,2017-09-25,OFF-AR-10003732,5.56
CA-2017-144904,2017-09-25,FUR-FU-10000023,47.12
CA-2014-123344,2014-09-24,OFF-ST-10001713,211.96
CA-2016-155516,2016-10-21,OFF-BI-10002412,23.2
CA-2016-155516,2016-10-21,OFF-SU-10001225,7.36
CA-2016-155516,2016-10-21,OFF-ST-10002406,104.79
CA-2016-155516,2016-10-21,FUR-BO-10002545,1043.92
CA-2017-104745,2017-05-29,OFF-PA-10002036,25.92
CA-2017-104745,2017-05-29,OFF-ST-10002205,53.424
US-2014-119137,2014-07-23,OFF-BI-10001982,8.16
US-2014-119137,2014-07-23,TEC-AC-10003911,1023.936
US-2014-119137,2014-07-23,OFF-AR-10000658,9.24
US-2014-119137,2014-07-23,TEC-AC-10002076,479.04
US-2016-134656,2016-09-28,OFF-PA-10003039,99.136
US-2017-134481,2017-08-27,FUR-TA-10004915,1488.424
CA-2015-130792,2015-04-28,OFF-AP-10000696,8.652
CA-2015-130792,2015-04-28,OFF-ST-10003327,23.832
CA-2015-130792,2015-04-28,OFF-BI-10000309,12.176
CA-2016-134775,2016-10-28,OFF-PA-10004734,50.96
CA-2016-134775,2016-10-28,OFF-BI-10002225,49.536
CA-2015-125395,2015-06-26,TEC-AC-10004708,41.9
US-2015-168935,2015-11-27,FUR-TA-10000617,375.4575
US-2015-168935,2015-11-27,TEC-AC-10002335,83.976
CA-2015-122756,2015-03-12,TEC-MA-10001681,482.34
CA-2015-122756,2015-03-12,FUR-FU-10001935,2.96
CA-2014-115973,2014-11-24,OFF-AR-10004757,2.624
CA-2017-101798,2017-11-12,OFF-BI-10000050,23.36
CA-2017-101798,2017-11-12,TEC-AC-10001998,39.98
US-2014-135972,2014-09-21,TEC-PH-10003012,246.384
US-2014-135972,2014-09-21,TEC-CO-10002313,1799.97
US-2014-134971,2014-07-06,OFF-BI-10003982,12.462
CA-2017-102946,2017-06-30,OFF-BI-10004492,75.792
CA-2017-165603,2017-10-17,OFF-ST-10000798,49.96
CA-2017-165603,2017-10-17,OFF-PA-10002552,12.96
CA-2015-122259,2015-10-31,OFF-SU-10002573,70.12
CA-2016-108987,2016-08-09,OFF-ST-10001580,35.952
CA-2016-108987,2016-08-09,FUR-BO-10004834,2396.2656
CA-2016-108987,2016-08-09,OFF-ST-10000934,131.136
CA-2016-108987,2016-08-09,TEC-AC-10000158,57.584
CA-2014-113166,2014-12-24,OFF-PA-10001947,9.568
CA-2014-155208,2014-04-16,OFF-AR-10003478,39.072
CA-2017-117933,2017-12-24,OFF-AP-10004249,35.91
CA-2017-117457,2017-08-12,TEC-AC-10000158,179.95
CA-2017-117457,2017-08-12,TEC-CO-10004115,1199.976
CA-2017-117457,2017-08-12,OFF-PA-10003724,27.15
CA-2017-117457,2017-08-12,FUR-TA-10002041,1004.024
CA-2017-117457,2017-08-12,OFF-PA-10002893,9.68
CA-2017-117457,2017-08-12,OFF-LA-10003766,28.35
CA-2017-117457,2017-08-12,OFF-PA-10001970,55.98
CA-2017-117457,2017-08-12,FUR-BO-10001972,1336.829
CA-2017-117457,2017-08-12,FUR-CH-10003956,113.568
CA-2017-142636,2017-03-11,OFF-PA-10000157,139.86
CA-2017-142636,2017-03-11,FUR-CH-10001891,307.136
CA-2017-122105,2017-06-24,OFF-AR-10004344,95.92
CA-2016-148796,2016-04-14,FUR-CH-10004886,383.8
CA-2017-154816,2017-06-11,OFF-PA-10003845,5.78
CA-2017-110478,2017-04-03,OFF-AR-10001573,9.32
CA-2017-110478,2017-04-03,OFF-EN-10000483,15.25
CA-2014-142048,2014-06-22,TEC-AC-10004114,196.752
CA-2017-125388,2017-10-19,FUR-FU-10004712,56.56
CA-2017-125388,2017-10-19,OFF-ST-10000918,32.7
CA-2017-155705,2017-08-21,FUR-CH-10000015,866.4
CA-2017-149160,2017-11-23,FUR-FU-10003347,28.4
CA-2017-149160,2017-11-23,OFF-BI-10001543,287.92
CA-2014-101476,2014-12-09,TEC-MA-10000029,69.99
CA-2017-152275,2017-01-10,OFF-AR-10000369,6.672
US-2016-123750,2016-04-15,OFF-BI-10004584,189.588
US-2016-123750,2016-04-15,TEC-AC-10004659,408.744
US-2016-123750,2016-04-15,TEC-AC-10004659,291.96
US-2016-123750,2016-04-15,OFF-ST-10000617,4.768
CA-2016-127369,2016-06-06,OFF-ST-10003306,714.3
US-2014-150574,2014-12-19,OFF-BI-10000773,4.812
US-2014-150574,2014-12-19,TEC-AC-10002600,247.8
CA-2016-147375,2016-12-06,TEC-MA-10002937,1007.979
CA-2016-147375,2016-12-06,OFF-PA-10001970,313.488
CA-2017-130043,2017-09-15,OFF-PA-10002230,31.872
CA-2017-157252,2017-01-20,FUR-CH-10003396,207.846
CA-2016-115756,2016-05-09,FUR-FU-10000246,12.22
CA-2016-115756,2016-05-09,OFF-ST-10000060,194.94
CA-2016-115756,2016-05-09,OFF-ST-10003058,70.95
CA-2016-115756,2016-05-09,OFF-PA-10002222,91.36
CA-2016-115756,2016-05-09,FUR-CH-10002372,242.94
CA-2016-115756,2016-05-09,OFF-LA-10001317,22.05
CA-2017-154214,2017-03-20,FUR-FU-10000206,2.91
CA-2016-166674,2016-01-04,OFF-AR-10000588,59.52
CA-2016-166674,2016-01-04,OFF-ST-10001469,161.94
CA-2016-166674,2016-01-04,OFF-AR-10001953,263.88
CA-2016-166674,2016-01-04,OFF-AR-10003156,30.48
CA-2016-166674,2016-01-04,OFF-AR-10004974,9.84
